,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1558,2005-07-13,Piso,Alquiler,Girona,138.0,824688.0,2006-05-16,Joaquín
1559,2005-07-14,Casa,Alquiler,Girona,177.0,1074921.0,2005-10-25,Luisa
1562,2005-07-15,Suelo,Venta,Girona,206.0,1881810.0,2006-07-10,Joaquín
1577,2005-07-20,Local,Venta,Girona,178.0,1723040.0,2006-04-05,Jesús
1582,2005-07-22,Suelo,Alquiler,Girona,300.0,1832100.0,2006-05-02,Carmen
1583,2005-07-22,Industrial,Venta,Girona,191.0,916418.0,2006-02-19,Luisa
1584,2005-07-22,Casa,Venta,Girona,203.0,1026774.0,2006-07-04,Pedro
1587,2005-07-23,Local,Alquiler,Girona,245.0,2170945.0,2006-05-14,Jesús
1597,2005-07-26,Industrial,Alquiler,Girona,167.0,1606206.0,2005-12-11,Joaquín
1598,2005-07-26,Suelo,Alquiler,Girona,245.0,1311730.0,2006-01-06,Pedro
1618,2005-08-04,Casa,Alquiler,Girona,222.0,1477410.0,2006-05-06,María
1620,2005-08-04,Casa,Venta,Girona,286.0,1658800.0,2005-11-27,María
1627,2005-08-06,Parking,Venta,Girona,297.0,2440449.0,2006-08-03,Carmen
1635,2005-08-08,Suelo,Venta,Girona,224.0,1448384.0,2005-12-20,Joaquín
1637,2005-08-08,Piso,Venta,Girona,184.0,1156808.0,2006-04-26,Carmen
1644,2005-08-10,Casa,Alquiler,Girona,133.0,958132.0,2006-06-04,Pedro
1645,2005-08-11,Parking,Venta,Girona,184.0,1147608.0,2006-06-29,Luisa
1663,2005-08-19,Oficina,Venta,Girona,272.0,2233120.0,2005-12-13,Luisa
1668,2005-08-23,Oficina,Alquiler,Girona,203.0,1933372.0,2006-01-31,Jesús
1671,2005-08-25,Oficina,Venta,Girona,227.0,1789214.0,2005-12-02,Joaquín
1673,2005-08-26,Casa,Venta,Girona,242.0,2290046.0,2006-01-24,María
1680,2005-08-28,Casa,Venta,Girona,284.0,1459192.0,2006-07-02,María
1681,2005-08-28,Casa,Alquiler,Girona,265.0,1441070.0,2006-08-04,Jesús
1683,2005-08-28,Industrial,Alquiler,Girona,224.0,1932448.0,2006-02-03,Carmen
1688,2005-08-29,Piso,Alquiler,Girona,108.0,581580.0,2006-08-04,Carmen
1689,2005-08-30,Parking,Venta,Girona,142.0,681884.0,2006-06-12,Carmen
1693,2005-08-31,Local,Venta,Girona,275.0,1826825.0,2006-05-14,Jesús
1694,2005-08-31,Casa,Alquiler,Girona,248.0,1234048.0,2006-02-28,Jesús
1696,2005-09-01,Industrial,Venta,Girona,116.0,1143412.0,2006-07-03,María
1712,2005-09-09,Piso,Venta,Girona,201.0,1333434.0,2006-02-17,María
1734,2005-09-14,Parking,Alquiler,Girona,258.0,1430352.0,2006-01-14,María
1742,2005-09-17,Casa,Venta,Girona,292.0,2630336.0,2006-01-08,Joaquín
1746,2005-09-20,Piso,Alquiler,Girona,240.0,2183760.0,2006-01-27,Jesús
1749,2005-09-21,Local,Venta,Girona,117.0,474084.0,2006-07-21,Luisa
1750,2005-09-21,Parking,Alquiler,Girona,258.0,1758786.0,2006-02-24,Jesús
1761,2005-09-26,Casa,Venta,Girona,191.0,1514057.0,2006-09-20,Luisa
1776,2005-10-02,Local,Venta,Girona,279.0,1512738.0,2006-07-08,Luisa
1789,2005-10-04,Local,Venta,Girona,238.0,2184364.0,2006-08-11,Luisa
1790,2005-10-04,Oficina,Alquiler,Girona,228.0,1747392.0,2006-05-24,Carmen
1793,2005-10-05,Local,Alquiler,Girona,118.0,970314.0,2006-02-15,Luisa
1795,2005-10-06,Casa,Alquiler,Girona,208.0,1811680.0,2006-05-31,Jesús
1806,2005-10-09,Local,Alquiler,Girona,211.0,1244056.0,2006-09-01,María
1808,2005-10-11,Local,Alquiler,Girona,151.0,1382707.0,2006-05-07,María
1812,2005-10-12,Local,Alquiler,Girona,246.0,2010312.0,2006-02-21,María
1820,2005-10-14,Casa,Alquiler,Girona,207.0,1556226.0,2006-06-21,Carmen
1824,2005-10-15,Piso,Venta,Girona,262.0,2390750.0,2006-03-11,Pedro
1826,2005-10-16,Oficina,Venta,Girona,145.0,1169860.0,2006-05-06,Joaquín
1833,2005-10-18,Casa,Alquiler,Girona,157.0,1182053.0,2006-04-09,Joaquín
1838,2005-10-21,Casa,Alquiler,Girona,258.0,2475510.0,2006-06-28,Jesús
1847,2005-10-27,Oficina,Venta,Girona,266.0,1327606.0,2006-05-02,María
1848,2005-10-28,Casa,Venta,Girona,160.0,781120.0,2006-04-10,Pedro
1851,2005-10-28,Piso,Alquiler,Girona,164.0,1421060.0,2006-10-28,Luisa
1854,2005-10-29,Casa,Venta,Girona,160.0,1263040.0,2006-02-08,Jesús
1855,2005-10-29,Casa,Venta,Girona,284.0,2467960.0,2006-04-25,Pedro
1858,2005-10-31,Casa,Alquiler,Girona,216.0,1883088.0,2006-10-18,Pedro
1859,2005-11-01,Oficina,Alquiler,Girona,213.0,2083779.0,2006-04-23,María
1868,2005-11-04,Piso,Venta,Girona,259.0,1074332.0,2006-02-09,Joaquín
1869,2005-11-04,Suelo,Venta,Girona,191.0,1895293.0,2006-07-21,María
1870,2005-11-05,Oficina,Venta,Girona,119.0,523481.0,2006-10-29,Luisa
1871,2005-11-05,Industrial,Alquiler,Girona,233.0,1644747.0,2006-05-05,Carmen
1877,2005-11-08,Local,Venta,Girona,170.0,974610.0,2006-08-18,María
1879,2005-11-08,Oficina,Alquiler,Girona,153.0,912798.0,2006-05-31,Jesús
1882,2005-11-09,Parking,Alquiler,Girona,156.0,1508988.0,2006-09-18,Jesús
1885,2005-11-12,Oficina,Alquiler,Girona,273.0,2333058.0,2006-03-05,Joaquín
1919,2005-11-23,Suelo,Venta,Girona,243.0,2347137.0,2006-07-19,María
1925,2005-11-25,Suelo,Alquiler,Girona,103.0,557127.0,2006-05-08,Carmen
1936,2005-11-28,Suelo,Venta,Girona,188.0,1265992.0,2006-10-21,Luisa
1938,2005-11-29,Industrial,Alquiler,Girona,137.0,693631.0,2006-07-21,Carmen
1939,2005-11-30,Industrial,Venta,Girona,102.0,941154.0,2006-08-11,Pedro
1941,2005-11-30,Oficina,Alquiler,Girona,113.0,747947.0,2006-06-09,Pedro
1943,2005-12-01,Local,Alquiler,Girona,210.0,1527120.0,2006-06-17,Jesús
1950,2005-12-05,Industrial,Alquiler,Girona,162.0,753786.0,2006-09-26,Jesús
1952,2005-12-06,Parking,Alquiler,Girona,250.0,2103000.0,2006-09-13,Jesús
1955,2005-12-07,Industrial,Venta,Girona,202.0,1028382.0,2006-05-07,Pedro
1963,2005-12-13,Piso,Venta,Girona,116.0,804344.0,2006-04-29,María
1970,2005-12-16,Oficina,Alquiler,Girona,135.0,857925.0,2006-06-25,Joaquín
1986,2005-12-21,Parking,Alquiler,Girona,139.0,875978.0,2006-05-04,Jesús
1987,2005-12-22,Industrial,Alquiler,Girona,210.0,1770930.0,2006-04-20,María
1992,2005-12-23,Local,Venta,Girona,299.0,2110342.0,2006-04-13,Jesús
2005,2005-12-27,Parking,Venta,Girona,272.0,1774528.0,2006-06-21,Jesús
2013,2005-12-30,Oficina,Alquiler,Girona,227.0,2029607.0,2006-10-20,Carmen
2014,2005-12-30,Parking,Venta,Girona,262.0,1407726.0,2006-11-01,María
2015,2005-12-31,Casa,Alquiler,Girona,284.0,2815292.0,2006-12-07,Jesús
2022,2006-01-02,Local,Venta,Girona,141.0,763233.0,2006-12-26,Luisa
2023,2006-01-02,Casa,Alquiler,Girona,271.0,2471249.0,2006-04-04,Joaquín
2031,2006-01-03,Industrial,Venta,Girona,116.0,616192.0,2006-05-21,María
2032,2006-01-03,Casa,Alquiler,Girona,155.0,1247750.0,2006-09-11,María
2033,2006-01-05,Casa,Alquiler,Girona,163.0,761047.0,2006-10-16,Luisa
2042,2006-01-08,Casa,Alquiler,Girona,280.0,2346400.0,2006-05-07,María
2045,2006-01-09,Industrial,Alquiler,Girona,256.0,2331648.0,2006-11-26,Luisa
2052,2006-01-11,Oficina,Venta,Girona,185.0,1730675.0,2006-10-07,María
2055,2006-01-12,Piso,Alquiler,Girona,289.0,2462280.0,2007-01-05,Jesús
2065,2006-01-14,Local,Alquiler,Girona,165.0,1461570.0,2006-10-17,Carmen
2072,2006-01-15,Casa,Venta,Girona,239.0,2030783.0,2006-12-16,María
2079,2006-01-18,Suelo,Venta,Girona,234.0,2049606.0,2006-04-21,María
2082,2006-01-19,Piso,Venta,Girona,267.0,2245203.0,2006-07-28,María
2083,2006-01-19,Parking,Alquiler,Girona,188.0,1422220.0,2006-07-20,María
2084,2006-01-19,Industrial,Venta,Girona,296.0,2387832.0,2006-06-28,María
2085,2006-01-20,Local,Alquiler,Girona,256.0,1428480.0,2006-06-26,Pedro
2093,2006-01-23,Casa,Alquiler,Girona,154.0,1427118.0,2006-10-03,Pedro
2097,2006-01-24,Oficina,Alquiler,Girona,123.0,1133199.0,2006-09-23,Luisa
2121,2006-01-30,Oficina,Alquiler,Girona,123.0,757434.0,2006-08-23,Pedro
2137,2006-02-04,Parking,Venta,Girona,108.0,1041120.0,2006-05-07,Pedro
2153,2006-02-09,Oficina,Venta,Girona,200.0,1539800.0,2006-12-25,Carmen
2154,2006-02-09,Industrial,Alquiler,Girona,252.0,1949220.0,2006-10-20,Carmen
2165,2006-02-14,Parking,Alquiler,Girona,131.0,1163542.0,2007-01-18,Luisa
2177,2006-02-17,Industrial,Venta,Girona,271.0,2108109.0,2006-12-24,Pedro
2178,2006-02-17,Oficina,Venta,Girona,127.0,928243.0,2006-05-25,María
2187,2006-02-20,Oficina,Venta,Girona,245.0,1660120.0,2006-11-26,Pedro
2188,2006-02-20,Local,Venta,Girona,271.0,1647409.0,2007-01-12,Pedro
2199,2006-02-23,Casa,Venta,Girona,272.0,1586032.0,2007-01-23,María
2205,2006-02-28,Casa,Venta,Girona,121.0,1002122.0,2006-07-13,Pedro
2213,2006-03-02,Industrial,Venta,Girona,249.0,1882440.0,2006-12-16,Carmen
2215,2006-03-03,Casa,Alquiler,Girona,125.0,657500.0,2007-03-02,Carmen
2220,2006-03-04,Parking,Alquiler,Girona,269.0,1908286.0,2007-01-29,Jesús
2221,2006-03-04,Industrial,Venta,Girona,201.0,1929198.0,2006-08-16,María
2225,2006-03-05,Oficina,Alquiler,Girona,177.0,980934.0,2006-09-11,Luisa
2226,2006-03-06,Casa,Venta,Girona,131.0,732028.0,2006-07-04,Pedro
2229,2006-03-06,Local,Alquiler,Girona,143.0,1205347.0,2006-12-22,María
2230,2006-03-07,Industrial,Alquiler,Girona,223.0,1510825.0,2006-06-19,Luisa
2232,2006-03-07,Suelo,Alquiler,Girona,162.0,1202850.0,2006-11-30,Pedro
2240,2006-03-11,Suelo,Alquiler,Girona,258.0,1930614.0,2006-07-07,Joaquín
2243,2006-03-12,Casa,Alquiler,Girona,150.0,1159650.0,2006-09-22,Joaquín
2245,2006-03-13,Industrial,Alquiler,Girona,240.0,2175360.0,2006-09-07,Luisa
2248,2006-03-14,Suelo,Venta,Girona,229.0,1243699.0,2007-02-11,María
2250,2006-03-15,Casa,Alquiler,Girona,283.0,1219730.0,2006-07-26,Pedro
2256,2006-03-17,Piso,Alquiler,Girona,196.0,1611708.0,2007-01-08,Jesús
2258,2006-03-19,Oficina,Alquiler,Girona,286.0,1413698.0,2007-03-15,Carmen
2265,2006-03-21,Oficina,Venta,Girona,290.0,2797050.0,2006-10-02,Luisa
2269,2006-03-23,Oficina,Venta,Girona,202.0,823150.0,2007-01-31,Jesús
2270,2006-03-23,Local,Alquiler,Girona,225.0,1501650.0,2006-06-22,Jesús
2276,2006-03-26,Oficina,Venta,Girona,263.0,2034042.0,2006-09-08,Carmen
2284,2006-03-30,Piso,Venta,Girona,203.0,875336.0,2006-08-28,María
2287,2006-03-30,Industrial,Venta,Girona,134.0,780148.0,2006-08-23,Joaquín
2290,2006-03-31,Piso,Venta,Girona,283.0,1227937.0,2006-12-31,Joaquín
2311,2006-04-07,Parking,Alquiler,Girona,261.0,1189377.0,2006-09-19,Jesús
2315,2006-04-07,Parking,Venta,Girona,181.0,1789185.0,2007-01-27,Carmen
2323,2006-04-10,Piso,Venta,Girona,182.0,1400308.0,2007-01-07,Joaquín
2334,2006-04-14,Oficina,Venta,Girona,265.0,1944570.0,2006-09-27,Luisa
2337,2006-04-15,Industrial,Alquiler,Girona,154.0,960960.0,2007-03-23,Jesús
2340,2006-04-17,Piso,Venta,Girona,220.0,1282820.0,2006-11-25,Carmen
2343,2006-04-20,Oficina,Alquiler,Girona,120.0,1085160.0,2006-08-14,Luisa
2346,2006-04-21,Oficina,Venta,Girona,205.0,886215.0,2006-12-05,Carmen
2348,2006-04-22,Casa,Venta,Girona,107.0,668322.0,2007-04-13,María
2355,2006-04-23,Parking,Venta,Girona,199.0,1777866.0,2006-12-23,Jesús
2357,2006-04-23,Suelo,Venta,Girona,287.0,1567020.0,2006-08-17,Carmen
2358,2006-04-25,Suelo,Alquiler,Girona,193.0,1363352.0,2007-04-02,Carmen
2371,2006-04-30,Local,Alquiler,Girona,220.0,1548800.0,2006-10-04,María
2374,2006-05-01,Local,Venta,Girona,138.0,686826.0,2007-04-30,María
2376,2006-05-01,Parking,Alquiler,Girona,123.0,984369.0,2007-03-23,Pedro
2380,2006-05-02,Parking,Venta,Girona,205.0,1921260.0,2006-12-17,María
2382,2006-05-03,Industrial,Alquiler,Girona,250.0,1002500.0,2007-01-16,Carmen
2386,2006-05-04,Casa,Venta,Girona,294.0,1784580.0,2007-01-28,Luisa
2388,2006-05-05,Local,Alquiler,Girona,250.0,2281250.0,2007-03-08,Luisa
2393,2006-05-09,Industrial,Venta,Girona,171.0,708795.0,2007-04-07,Carmen
2400,2006-05-13,Local,Venta,Girona,216.0,2144448.0,2007-01-26,María
2403,2006-05-13,Oficina,Venta,Girona,221.0,1356498.0,2006-10-10,Luisa
2411,2006-05-16,Local,Alquiler,Girona,277.0,1802993.0,2007-03-01,Joaquín
2414,2006-05-16,Oficina,Venta,Girona,295.0,2200405.0,2007-03-24,María
2415,2006-05-16,Suelo,Venta,Girona,179.0,832529.0,2006-09-29,Jesús
2416,2006-05-17,Local,Venta,Girona,184.0,1113016.0,2007-01-15,María
2417,2006-05-18,Industrial,Alquiler,Girona,167.0,853370.0,2006-09-22,María
2422,2006-05-20,Oficina,Alquiler,Girona,156.0,1294176.0,2006-10-05,Carmen
2425,2006-05-20,Suelo,Venta,Girona,247.0,2320565.0,2007-05-01,Jesús
2428,2006-05-21,Casa,Venta,Girona,273.0,2682225.0,,
2429,2006-05-21,Casa,Venta,Girona,245.0,2037420.0,2007-04-04,Pedro
2432,2006-05-22,Piso,Venta,Girona,203.0,1315846.0,2007-02-27,Carmen
2439,2006-05-26,Industrial,Alquiler,Girona,278.0,2336590.0,2006-12-26,Luisa
2442,2006-05-27,Piso,Alquiler,Girona,233.0,1682260.0,,
2445,2006-05-28,Piso,Alquiler,Girona,253.0,1162788.0,2007-01-22,Luisa
2446,2006-05-28,Piso,Venta,Girona,106.0,922200.0,2007-03-16,Pedro
2449,2006-05-29,Parking,Venta,Girona,202.0,1524898.0,2006-12-28,Carmen
2460,2006-06-02,Parking,Alquiler,Girona,189.0,1342278.0,2006-12-16,Carmen
2462,2006-06-03,Piso,Venta,Girona,110.0,1026300.0,2007-02-08,Luisa
2469,2006-06-04,Parking,Venta,Girona,129.0,616878.0,2006-11-21,María
2477,2006-06-06,Suelo,Venta,Girona,294.0,2353176.0,2006-10-26,Pedro
2482,2006-06-07,Industrial,Alquiler,Girona,169.0,1447316.0,,
2485,2006-06-08,Casa,Venta,Girona,115.0,1147585.0,2006-11-13,Joaquín
2490,2006-06-10,Local,Venta,Girona,160.0,1368480.0,2007-01-07,Joaquín
2500,2006-06-11,Casa,Alquiler,Girona,231.0,2069529.0,2006-12-24,Jesús
2502,2006-06-13,Parking,Venta,Girona,282.0,2717634.0,2006-11-30,Pedro
2505,2006-06-15,Local,Alquiler,Girona,161.0,1027180.0,2006-10-17,María
2507,2006-06-15,Suelo,Venta,Girona,204.0,1267452.0,,
2516,2006-06-18,Local,Alquiler,Girona,297.0,2162160.0,2006-12-28,Jesús
2519,2006-06-21,Oficina,Venta,Girona,277.0,2250348.0,2007-04-21,Jesús
2533,2006-06-25,Oficina,Venta,Girona,246.0,1087812.0,2006-10-24,Jesús
2535,2006-06-27,Piso,Venta,Girona,214.0,1988702.0,,
2539,2006-06-30,Suelo,Alquiler,Girona,126.0,536634.0,,
2541,2006-06-30,Oficina,Venta,Girona,291.0,2849763.0,2007-04-28,Joaquín
2544,2006-07-01,Industrial,Venta,Girona,212.0,1691124.0,2006-10-19,María
2547,2006-07-02,Industrial,Venta,Girona,195.0,1576380.0,2007-04-24,Luisa
2559,2006-07-07,Piso,Venta,Girona,136.0,580856.0,,
2561,2006-07-07,Industrial,Venta,Girona,144.0,598320.0,,
2563,2006-07-08,Local,Venta,Girona,103.0,766320.0,2007-04-24,Jesús
2578,2006-07-16,Parking,Alquiler,Girona,274.0,2189534.0,2006-11-17,Luisa
2580,2006-07-16,Oficina,Venta,Girona,130.0,1061710.0,2007-03-11,Pedro
2581,2006-07-16,Casa,Venta,Girona,101.0,889608.0,2007-01-13,María
2584,2006-07-17,Piso,Alquiler,Girona,244.0,1315648.0,2007-03-01,María
2591,2006-07-19,Parking,Venta,Girona,150.0,1076250.0,2006-11-05,Carmen
2592,2006-07-19,Parking,Alquiler,Girona,147.0,891849.0,,
2594,2006-07-20,Oficina,Alquiler,Girona,170.0,1039380.0,2006-11-25,Joaquín
2600,2006-07-22,Parking,Venta,Girona,200.0,1021000.0,2006-11-20,Joaquín
2608,2006-07-26,Parking,Alquiler,Girona,123.0,714999.0,,
2626,2006-08-02,Suelo,Venta,Girona,259.0,1202537.0,2007-04-16,María
2633,2006-08-06,Suelo,Venta,Girona,234.0,1994382.0,2007-03-04,María
2636,2006-08-07,Parking,Venta,Girona,249.0,1422537.0,2007-04-02,Luisa
2638,2006-08-08,Parking,Venta,Girona,211.0,1456322.0,2006-11-23,Carmen
2640,2006-08-08,Oficina,Venta,Girona,133.0,1053227.0,2007-01-30,Jesús
2648,2006-08-11,Casa,Venta,Girona,112.0,1093456.0,2007-01-24,Pedro
2653,2006-08-13,Piso,Alquiler,Girona,297.0,2909412.0,,
2662,2006-08-17,Suelo,Alquiler,Girona,116.0,1041448.0,,
2668,2006-08-22,Industrial,Venta,Girona,165.0,889350.0,2007-01-11,Carmen
2675,2006-08-23,Piso,Venta,Girona,294.0,2574558.0,,
2687,2006-08-28,Parking,Venta,Girona,220.0,1230240.0,,
2688,2006-08-28,Piso,Venta,Girona,263.0,2173169.0,2007-01-20,María
2694,2006-08-30,Suelo,Venta,Girona,186.0,1695948.0,2007-03-23,Pedro
2699,2006-09-02,Piso,Venta,Girona,179.0,1025491.0,,
2700,2006-09-03,Suelo,Venta,Girona,203.0,1191610.0,2006-12-24,María
2707,2006-09-05,Local,Alquiler,Girona,242.0,2326346.0,,
2708,2006-09-06,Casa,Alquiler,Girona,291.0,1643568.0,,
2709,2006-09-06,Piso,Alquiler,Girona,274.0,2445724.0,2006-12-20,Luisa
2710,2006-09-07,Parking,Venta,Girona,286.0,2153580.0,,
2712,2006-09-07,Oficina,Venta,Girona,239.0,1994933.0,2007-04-09,Carmen
2733,2006-09-15,Local,Venta,Girona,197.0,1967242.0,2006-12-28,Pedro
2751,2006-09-22,Local,Venta,Girona,257.0,2242839.0,,
2754,2006-09-23,Oficina,Alquiler,Girona,134.0,1088616.0,2007-03-11,María
2755,2006-09-23,Oficina,Venta,Girona,261.0,1475172.0,,
2765,2006-09-28,Suelo,Alquiler,Girona,194.0,1519214.0,,
2768,2006-09-30,Casa,Venta,Girona,142.0,1194078.0,2007-03-30,Joaquín
2769,2006-09-30,Piso,Venta,Girona,244.0,2291404.0,2007-04-23,María
2773,2006-10-02,Suelo,Alquiler,Girona,271.0,1780199.0,2007-03-20,Carmen
2775,2006-10-04,Piso,Venta,Girona,290.0,2381770.0,2007-03-11,María
2778,2006-10-04,Casa,Venta,Girona,295.0,1658785.0,,
2779,2006-10-05,Industrial,Venta,Girona,157.0,1242498.0,2007-03-26,Luisa
2788,2006-10-08,Suelo,Alquiler,Girona,136.0,777240.0,2007-04-04,Carmen
2789,2006-10-08,Industrial,Venta,Girona,212.0,1565620.0,2007-04-04,María
2792,2006-10-09,Casa,Venta,Girona,250.0,1370500.0,,
2804,2006-10-13,Local,Venta,Girona,271.0,1923558.0,2007-04-17,Luisa
2808,2006-10-15,Parking,Venta,Girona,206.0,1659742.0,2007-03-08,Jesús
2814,2006-10-17,Local,Venta,Girona,181.0,1405465.0,,
2823,2006-10-22,Parking,Venta,Girona,196.0,1210496.0,,
2828,2006-10-23,Local,Alquiler,Girona,273.0,1766310.0,,
2831,2006-10-24,Oficina,Alquiler,Girona,224.0,1126944.0,2007-04-07,Joaquín
2841,2006-10-29,Casa,Alquiler,Girona,125.0,1041625.0,2007-05-04,Pedro
2844,2006-10-29,Industrial,Venta,Girona,247.0,1843361.0,2007-01-30,Pedro
2848,2006-10-31,Piso,Alquiler,Girona,285.0,1940565.0,,
2850,2006-10-31,Oficina,Venta,Girona,294.0,2267622.0,,
2853,2006-11-02,Casa,Venta,Girona,190.0,1105230.0,,
2855,2006-11-02,Casa,Venta,Girona,141.0,821889.0,,
2861,2006-11-03,Parking,Alquiler,Girona,275.0,1623600.0,2007-04-28,Pedro
2864,2006-11-04,Local,Alquiler,Girona,197.0,1704050.0,,
2874,2006-11-07,Local,Alquiler,Girona,166.0,1607710.0,,
2875,2006-11-07,Casa,Venta,Girona,129.0,722013.0,2007-03-18,Carmen
2877,2006-11-08,Parking,Venta,Girona,124.0,950832.0,,
2880,2006-11-09,Local,Venta,Girona,127.0,815467.0,2007-04-25,Pedro
2885,2006-11-10,Suelo,Alquiler,Girona,201.0,850029.0,2007-04-22,María
2896,2006-11-16,Piso,Alquiler,Girona,258.0,1058832.0,,
2898,2006-11-17,Industrial,Venta,Girona,105.0,1045905.0,2007-04-24,Joaquín
2901,2006-11-19,Parking,Venta,Girona,135.0,563760.0,2007-03-13,Pedro
2903,2006-11-20,Industrial,Alquiler,Girona,149.0,1454836.0,,
2943,2006-12-04,Industrial,Alquiler,Girona,114.0,1130424.0,,
2944,2006-12-05,Casa,Alquiler,Girona,151.0,693543.0,,
2947,2006-12-06,Casa,Alquiler,Girona,138.0,1186524.0,2007-04-24,Joaquín
2952,2006-12-07,Casa,Alquiler,Girona,251.0,1528088.0,,
2957,2006-12-09,Suelo,Alquiler,Girona,193.0,1059956.0,2007-03-10,María
2959,2006-12-10,Industrial,Venta,Girona,117.0,575640.0,,
2968,2006-12-13,Industrial,Venta,Girona,109.0,703159.0,,
2973,2006-12-15,Piso,Venta,Girona,200.0,1559800.0,2007-04-23,Joaquín
2978,2006-12-16,Suelo,Alquiler,Girona,152.0,1147144.0,,
2988,2006-12-20,Local,Venta,Girona,255.0,1079670.0,,
2997,2006-12-24,Piso,Alquiler,Girona,129.0,789738.0,,
3001,2006-12-25,Casa,Alquiler,Girona,226.0,2041006.0,,
3003,2006-12-26,Casa,Alquiler,Girona,211.0,2086368.0,,
3005,2006-12-26,Suelo,Alquiler,Girona,219.0,913449.0,,
3006,2006-12-26,Casa,Alquiler,Girona,297.0,2673000.0,,
3007,2006-12-27,Piso,Alquiler,Girona,287.0,1882433.0,,
3009,2006-12-28,Suelo,Alquiler,Girona,292.0,1751124.0,,
3019,2006-12-31,Parking,Venta,Girona,146.0,1399264.0,,
3020,2007-01-01,Industrial,Alquiler,Girona,199.0,1321161.0,,
3027,2007-01-06,Parking,Venta,Girona,247.0,2398617.0,,
3032,2007-01-08,Industrial,Venta,Girona,119.0,571676.0,,
3051,2007-01-11,Local,Venta,Girona,272.0,1965472.0,,
3052,2007-01-12,Piso,Venta,Girona,164.0,1425488.0,,
3060,2007-01-14,Piso,Alquiler,Girona,228.0,932292.0,,
3065,2007-01-15,Piso,Alquiler,Girona,107.0,968243.0,,
3069,2007-01-18,Parking,Venta,Girona,243.0,1857735.0,,
3071,2007-01-18,Suelo,Alquiler,Girona,253.0,2291421.0,,
3078,2007-01-21,Local,Alquiler,Girona,149.0,1047917.0,,
3082,2007-01-22,Piso,Venta,Girona,232.0,1511944.0,,
3083,2007-01-23,Industrial,Alquiler,Girona,137.0,569098.0,,
3088,2007-01-23,Industrial,Venta,Girona,164.0,1494204.0,,
3105,2007-02-01,Industrial,Alquiler,Girona,260.0,1636700.0,,
3106,2007-02-01,Suelo,Alquiler,Girona,117.0,997776.0,,
3107,2007-02-01,Local,Alquiler,Girona,229.0,1065995.0,,
3116,2007-02-04,Suelo,Venta,Girona,160.0,1431040.0,,
3123,2007-02-09,Parking,Alquiler,Girona,252.0,2154096.0,,
3128,2007-02-11,Industrial,Alquiler,Girona,244.0,1050664.0,,
3139,2007-02-15,Industrial,Alquiler,Girona,138.0,1248072.0,,
3140,2007-02-16,Industrial,Alquiler,Girona,298.0,1708434.0,,
3142,2007-02-17,Piso,Venta,Girona,241.0,979183.0,,
3143,2007-02-17,Industrial,Alquiler,Girona,288.0,1978848.0,,
3144,2007-02-17,Oficina,Venta,Girona,234.0,1789866.0,,
3145,2007-02-18,Oficina,Alquiler,Girona,174.0,1568610.0,,
3146,2007-02-18,Industrial,Venta,Girona,177.0,1325730.0,,
3152,2007-02-19,Casa,Venta,Girona,115.0,1040635.0,,
3162,2007-02-23,Local,Alquiler,Girona,234.0,973206.0,,
3171,2007-02-26,Casa,Venta,Girona,163.0,1478573.0,,
3176,2007-02-28,Piso,Venta,Girona,128.0,801408.0,,
3179,2007-03-01,Piso,Venta,Girona,174.0,1615068.0,,
3180,2007-03-03,Piso,Alquiler,Girona,127.0,957453.0,,
3186,2007-03-04,Piso,Alquiler,Girona,161.0,1420020.0,,
3192,2007-03-07,Industrial,Venta,Girona,282.0,2019120.0,,
3195,2007-03-07,Casa,Alquiler,Girona,221.0,2075632.0,,
3197,2007-03-08,Piso,Alquiler,Girona,212.0,1684340.0,,
3204,2007-03-10,Suelo,Venta,Girona,121.0,870837.0,,
3216,2007-03-14,Industrial,Venta,Girona,161.0,1020257.0,,
3221,2007-03-16,Parking,Venta,Girona,138.0,1034034.0,,
3235,2007-03-20,Casa,Alquiler,Girona,292.0,2765240.0,,
3242,2007-03-22,Suelo,Venta,Girona,135.0,1096470.0,,
3252,2007-03-24,Casa,Venta,Girona,172.0,1389072.0,,
3254,2007-03-26,Oficina,Venta,Girona,221.0,1194726.0,,
3255,2007-03-26,Piso,Alquiler,Girona,266.0,2010960.0,,
3256,2007-03-26,Suelo,Alquiler,Girona,128.0,912256.0,,
3272,2007-04-02,Local,Alquiler,Girona,112.0,739872.0,,
3280,2007-04-06,Casa,Alquiler,Girona,276.0,2336340.0,,
3282,2007-04-07,Oficina,Venta,Girona,279.0,2384334.0,,
3292,2007-04-10,Local,Alquiler,Girona,151.0,1028159.0,,
3293,2007-04-10,Piso,Alquiler,Girona,128.0,818176.0,,
3294,2007-04-11,Parking,Venta,Girona,123.0,1088181.0,,
3298,2007-04-12,Parking,Alquiler,Girona,131.0,1224850.0,,
3299,2007-04-12,Local,Alquiler,Girona,156.0,881868.0,,
3303,2007-04-12,Piso,Venta,Girona,128.0,1270400.0,,
3306,2007-04-14,Parking,Venta,Girona,221.0,1533077.0,,
3316,2007-04-20,Casa,Venta,Girona,247.0,1804088.0,,
3330,2007-04-27,Local,Venta,Girona,110.0,845790.0,,
