,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
770,2004-10-04,Industrial,Venta,Girona,44.0,223564.0,2005-09-26,Luisa
771,2004-10-04,Suelo,Venta,Barcelona,277.0,1363948.0,2005-01-02,Jesús
772,2004-10-04,Suelo,Venta,Lleida,59.0,484744.0,2005-05-27,Joaquín
774,2004-10-05,Local,Venta,Lleida,204.0,1606500.0,2005-07-25,Carmen
775,2004-10-05,Parking,Venta,Lleida,76.0,411160.0,2005-02-15,Joaquín
779,2004-10-06,Local,Venta,Tarragona,185.0,1607280.0,2005-03-28,Carmen
781,2004-10-06,Suelo,Venta,Girona,74.0,299996.0,2005-09-02,María
785,2004-10-06,Parking,Venta,Lleida,224.0,913248.0,2005-07-03,Jesús
786,2004-10-06,Casa,Venta,Barcelona,279.0,2064879.0,2005-05-07,María
787,2004-10-07,Casa,Venta,Girona,92.0,853852.0,2005-09-25,Carmen
788,2004-10-07,Piso,Venta,Barcelona,251.0,1781849.0,2005-07-23,Luisa
789,2004-10-07,Piso,Venta,Tarragona,108.0,647460.0,2005-03-10,Luisa
790,2004-10-08,Industrial,Venta,Girona,113.0,869196.0,2005-07-28,Jesús
791,2004-10-08,Piso,Venta,Tarragona,292.0,1565120.0,2005-10-02,Joaquín
792,2004-10-08,Piso,Venta,Lleida,88.0,507320.0,2005-09-06,María
797,2004-10-11,Piso,Venta,Girona,222.0,1478742.0,2005-09-24,Jesús
801,2004-10-13,Suelo,Venta,Lleida,114.0,1106028.0,2005-02-27,María
803,2004-10-13,Industrial,Venta,Girona,114.0,580032.0,2005-03-28,Jesús
808,2004-10-15,Casa,Venta,Tarragona,222.0,1292484.0,2005-10-01,Pedro
809,2004-10-15,Industrial,Venta,Barcelona,51.0,334305.0,2005-09-25,Carmen
810,2004-10-16,Industrial,Venta,Lleida,214.0,1805518.0,2005-08-30,Carmen
812,2004-10-17,Casa,Venta,Girona,138.0,733470.0,2005-04-04,Pedro
814,2004-10-17,Industrial,Venta,Tarragona,182.0,1690416.0,2005-09-04,Pedro
818,2004-10-19,Parking,Venta,Barcelona,102.0,562632.0,2005-09-01,Luisa
820,2004-10-19,Parking,Venta,Girona,161.0,1392006.0,2005-07-12,María
821,2004-10-20,Industrial,Venta,Tarragona,259.0,1628333.0,2005-08-09,María
822,2004-10-20,Parking,Venta,Lleida,177.0,992793.0,2005-03-20,Carmen
824,2004-10-21,Local,Venta,Tarragona,172.0,866880.0,2005-09-01,Luisa
826,2004-10-22,Industrial,Venta,Tarragona,149.0,1391809.0,2005-08-06,Pedro
828,2004-10-23,Local,Venta,Lleida,152.0,1218888.0,2005-03-04,Joaquín
829,2004-10-24,Local,Venta,Lleida,143.0,1409551.0,2005-04-23,Jesús
830,2004-10-24,Parking,Venta,Girona,115.0,880900.0,2005-07-04,Carmen
833,2004-10-24,Casa,Venta,Barcelona,73.0,592103.0,2005-03-21,Jesús
834,2004-10-25,Parking,Venta,Lleida,168.0,1276800.0,2005-07-25,Carmen
835,2004-10-25,Suelo,Venta,Tarragona,274.0,2124596.0,2005-02-21,Carmen
836,2004-10-27,Local,Venta,Girona,127.0,1021334.0,2005-05-21,Joaquín
838,2004-10-27,Local,Venta,Lleida,109.0,1029178.0,2005-07-13,Joaquín
840,2004-10-27,Piso,Venta,Girona,120.0,1061160.0,2005-04-13,Luisa
841,2004-10-29,Suelo,Venta,Barcelona,109.0,942196.0,2005-08-31,Joaquín
842,2004-10-30,Casa,Venta,Barcelona,175.0,1712725.0,2005-03-12,Carmen
844,2004-10-31,Industrial,Venta,Tarragona,280.0,1485680.0,2005-10-23,Luisa
848,2004-11-01,Casa,Venta,Tarragona,120.0,1003320.0,2005-07-18,Carmen
852,2004-11-02,Piso,Venta,Tarragona,246.0,1708716.0,2005-03-16,Jesús
854,2004-11-03,Suelo,Venta,Girona,223.0,1650200.0,2005-08-28,Carmen
855,2004-11-03,Industrial,Venta,Barcelona,247.0,995657.0,2005-06-29,Jesús
856,2004-11-03,Industrial,Venta,Girona,238.0,2379048.0,2005-09-08,María
858,2004-11-03,Suelo,Venta,Barcelona,65.0,397540.0,2005-05-22,Joaquín
859,2004-11-03,Piso,Venta,Lleida,288.0,2242656.0,2005-02-11,Jesús
863,2004-11-06,Industrial,Venta,Girona,108.0,553608.0,2005-02-04,Luisa
865,2004-11-07,Parking,Venta,Girona,136.0,1054544.0,2005-09-18,María
866,2004-11-07,Suelo,Venta,Tarragona,82.0,418692.0,2005-09-10,Luisa
867,2004-11-07,Suelo,Venta,Tarragona,127.0,912114.0,2005-09-20,Joaquín
869,2004-11-08,Industrial,Venta,Tarragona,245.0,1951180.0,2005-04-06,Luisa
873,2004-11-09,Piso,Venta,Tarragona,80.0,458560.0,2005-02-22,Pedro
875,2004-11-09,Industrial,Venta,Tarragona,114.0,968658.0,2005-06-29,María
881,2004-11-11,Local,Venta,Tarragona,220.0,970420.0,2005-08-28,Luisa
882,2004-11-11,Piso,Venta,Girona,266.0,1370964.0,2005-10-22,María
883,2004-11-11,Piso,Venta,Girona,125.0,590875.0,2005-09-20,Carmen
885,2004-11-12,Piso,Venta,Girona,133.0,1191281.0,2005-06-28,Joaquín
890,2004-11-13,Casa,Venta,Girona,255.0,2543625.0,2005-08-29,Pedro
892,2004-11-14,Casa,Venta,Tarragona,228.0,1115604.0,2005-09-21,Pedro
897,2004-11-15,Casa,Venta,Barcelona,258.0,2449452.0,2005-03-14,Jesús
898,2004-11-16,Local,Venta,Barcelona,58.0,315810.0,2005-06-14,Jesús
903,2004-11-17,Piso,Venta,Barcelona,62.0,455762.0,2005-07-25,Pedro
907,2004-11-18,Parking,Venta,Girona,134.0,933444.0,2005-04-17,Pedro
908,2004-11-18,Industrial,Venta,Tarragona,127.0,1204595.0,2005-04-15,Carmen
913,2004-11-20,Piso,Venta,Girona,48.0,366480.0,2005-09-19,Pedro
916,2004-11-21,Parking,Venta,Tarragona,263.0,1719757.0,2005-08-28,Pedro
919,2004-11-23,Industrial,Venta,Barcelona,137.0,1242042.0,2005-08-08,Luisa
920,2004-11-24,Suelo,Venta,Tarragona,163.0,1273030.0,2005-06-16,Luisa
922,2004-11-24,Suelo,Venta,Tarragona,257.0,1440742.0,2005-07-09,Carmen
929,2004-11-27,Local,Venta,Tarragona,161.0,1604687.0,2005-03-05,Luisa
930,2004-11-27,Suelo,Venta,Lleida,223.0,2053384.0,2005-11-13,Carmen
931,2004-11-29,Parking,Venta,Lleida,121.0,754435.0,2005-04-23,Joaquín
937,2004-12-01,Local,Venta,Barcelona,158.0,766774.0,2005-03-24,Pedro
939,2004-12-02,Industrial,Venta,Barcelona,249.0,1662822.0,2005-07-11,Luisa
940,2004-12-02,Industrial,Venta,Barcelona,68.0,614244.0,2005-05-11,Jesús
942,2004-12-03,Piso,Venta,Tarragona,268.0,1273000.0,2005-06-16,Carmen
944,2004-12-04,Piso,Venta,Tarragona,162.0,894888.0,2005-03-26,Pedro
945,2004-12-04,Piso,Venta,Girona,243.0,1447551.0,2005-09-13,Pedro
946,2004-12-04,Suelo,Venta,Lleida,103.0,474624.0,2005-03-25,Carmen
949,2004-12-05,Piso,Venta,Girona,233.0,2153852.0,2005-03-11,Pedro
951,2004-12-07,Industrial,Venta,Barcelona,142.0,954808.0,2005-06-18,María
953,2004-12-08,Parking,Venta,Lleida,68.0,330956.0,2005-09-18,María
954,2004-12-09,Suelo,Venta,Girona,200.0,1938400.0,2005-08-25,María
955,2004-12-09,Piso,Venta,Tarragona,80.0,509840.0,2005-05-21,Carmen
958,2004-12-10,Parking,Venta,Tarragona,291.0,1872876.0,2005-05-16,María
959,2004-12-10,Suelo,Venta,Girona,275.0,1732500.0,2005-07-10,Joaquín
962,2004-12-11,Local,Venta,Lleida,190.0,1593720.0,2005-05-28,Pedro
963,2004-12-11,Suelo,Venta,Girona,185.0,1038590.0,2005-07-15,Luisa
964,2004-12-11,Industrial,Venta,Girona,56.0,525616.0,2005-08-15,Joaquín
966,2004-12-12,Piso,Venta,Girona,175.0,722925.0,2005-03-18,Carmen
968,2004-12-14,Piso,Venta,Lleida,272.0,2581552.0,2005-10-22,Pedro
970,2004-12-14,Piso,Venta,Lleida,200.0,1145600.0,2005-09-22,María
971,2004-12-14,Piso,Venta,Girona,219.0,1059303.0,2005-07-27,Joaquín
974,2004-12-16,Suelo,Venta,Lleida,77.0,409563.0,2005-07-30,Pedro
977,2004-12-17,Casa,Venta,Tarragona,115.0,659295.0,2005-10-09,María
979,2004-12-18,Suelo,Venta,Barcelona,122.0,589016.0,2005-10-04,Joaquín
980,2004-12-18,Local,Venta,Girona,278.0,2273762.0,2005-11-30,Pedro
986,2004-12-21,Industrial,Venta,Lleida,258.0,1894752.0,2005-08-21,Carmen
988,2004-12-21,Piso,Venta,Lleida,81.0,528120.0,2005-07-09,Joaquín
989,2004-12-21,Industrial,Venta,Barcelona,182.0,1717898.0,2005-04-24,Pedro
992,2004-12-22,Industrial,Venta,Tarragona,201.0,1911510.0,2005-06-23,Luisa
993,2004-12-22,Local,Venta,Girona,187.0,1346961.0,2005-12-20,Joaquín
997,2004-12-23,Local,Venta,Girona,219.0,2101743.0,2005-07-30,Luisa
998,2004-12-23,Industrial,Venta,Girona,67.0,430743.0,2005-06-06,Pedro
999,2004-12-24,Parking,Venta,Lleida,300.0,2707200.0,2005-10-15,Luisa
1000,2004-12-25,Local,Venta,Barcelona,250.0,1368750.0,2005-06-07,Luisa
1002,2004-12-25,Parking,Venta,Tarragona,87.0,638058.0,2005-07-19,Jesús
1003,2004-12-26,Piso,Venta,Lleida,95.0,866780.0,2005-04-15,Jesús
1005,2004-12-26,Suelo,Venta,Lleida,215.0,1706240.0,2005-04-25,Pedro
1007,2004-12-27,Casa,Venta,Lleida,121.0,622787.0,2005-05-02,Carmen
1009,2004-12-27,Parking,Venta,Girona,211.0,945702.0,2005-12-04,Luisa
1013,2004-12-31,Casa,Venta,Barcelona,146.0,1457226.0,2005-11-05,María
1016,2005-01-01,Parking,Venta,Girona,217.0,2101862.0,2005-10-23,Carmen
1018,2005-01-02,Suelo,Venta,Lleida,47.0,369984.0,2005-08-24,Jesús
1027,2005-01-05,Casa,Venta,Lleida,81.0,610416.0,2005-11-25,Joaquín
1034,2005-01-07,Industrial,Venta,Barcelona,252.0,2398788.0,2005-11-19,Jesús
1035,2005-01-07,Local,Venta,Lleida,180.0,1636560.0,2005-08-31,Luisa
1036,2005-01-08,Industrial,Venta,Lleida,271.0,2496723.0,2005-12-12,Jesús
1039,2005-01-09,Local,Venta,Barcelona,162.0,1315440.0,2005-09-16,Jesús
1041,2005-01-10,Suelo,Venta,Tarragona,90.0,374310.0,2005-12-07,María
1049,2005-01-12,Casa,Venta,Tarragona,120.0,703680.0,2005-09-16,Carmen
1050,2005-01-12,Parking,Venta,Lleida,246.0,1940448.0,2005-10-08,Pedro
1051,2005-01-12,Casa,Venta,Girona,75.0,624600.0,2005-12-12,María
1052,2005-01-13,Industrial,Venta,Girona,42.0,224280.0,2005-07-10,María
1056,2005-01-15,Casa,Venta,Barcelona,90.0,599850.0,2005-12-30,María
1057,2005-01-15,Parking,Venta,Barcelona,221.0,1919827.0,2006-01-06,Joaquín
1059,2005-01-17,Piso,Venta,Barcelona,80.0,500560.0,2005-12-11,Jesús
1060,2005-01-17,Industrial,Venta,Barcelona,45.0,259515.0,2005-12-17,Joaquín
1061,2005-01-18,Parking,Venta,Tarragona,68.0,652052.0,2005-09-20,Joaquín
1065,2005-01-20,Suelo,Venta,Girona,287.0,2808008.0,2005-06-24,Pedro
1066,2005-01-20,Suelo,Venta,Lleida,108.0,892620.0,2005-11-08,Pedro
1067,2005-01-21,Parking,Venta,Barcelona,221.0,1471197.0,2005-10-17,Joaquín
1068,2005-01-21,Local,Venta,Tarragona,108.0,1065744.0,2005-05-03,Pedro
1069,2005-01-21,Parking,Venta,Lleida,232.0,1162784.0,2005-08-23,Pedro
1070,2005-01-21,Parking,Venta,Girona,118.0,1134452.0,2005-04-27,Carmen
1075,2005-01-23,Parking,Venta,Lleida,72.0,298368.0,2005-04-26,Luisa
1084,2005-01-25,Industrial,Venta,Barcelona,47.0,424175.0,2005-06-19,Joaquín
1088,2005-01-27,Industrial,Venta,Barcelona,168.0,1081248.0,2005-06-01,Carmen
1093,2005-02-01,Piso,Venta,Barcelona,139.0,1187477.0,2005-05-31,Carmen
1094,2005-02-01,Local,Venta,Barcelona,300.0,1772700.0,2006-01-03,María
1095,2005-02-01,Local,Venta,Girona,64.0,539392.0,2005-08-03,Pedro
1097,2005-02-01,Suelo,Venta,Barcelona,262.0,1960808.0,2005-09-11,Pedro
1101,2005-02-02,Casa,Venta,Tarragona,268.0,1950772.0,2005-06-02,Joaquín
1102,2005-02-03,Local,Venta,Lleida,125.0,932250.0,2005-08-03,María
1109,2005-02-05,Local,Venta,Lleida,110.0,924990.0,2005-09-25,Pedro
1112,2005-02-06,Parking,Venta,Tarragona,157.0,1323353.0,2005-07-25,Luisa
1113,2005-02-07,Industrial,Venta,Girona,76.0,499244.0,2005-07-04,Luisa
1115,2005-02-08,Local,Venta,Lleida,96.0,493632.0,2006-01-13,Jesús
1119,2005-02-10,Local,Venta,Girona,180.0,1707660.0,2005-07-28,Joaquín
1120,2005-02-10,Piso,Venta,Lleida,176.0,1592624.0,2005-05-20,Carmen
1121,2005-02-11,Piso,Venta,Girona,228.0,1339044.0,2005-12-14,Pedro
1123,2005-02-11,Piso,Venta,Girona,208.0,1215344.0,2005-05-27,Jesús
1125,2005-02-13,Piso,Venta,Tarragona,111.0,462315.0,2006-01-13,Luisa
1127,2005-02-14,Parking,Venta,Barcelona,229.0,1859480.0,2006-01-06,Joaquín
1130,2005-02-15,Parking,Venta,Barcelona,156.0,795912.0,2006-01-06,Carmen
1133,2005-02-15,Local,Venta,Barcelona,122.0,879254.0,2005-06-25,Luisa
1135,2005-02-16,Suelo,Venta,Lleida,67.0,297882.0,2006-02-08,Joaquín
1136,2005-02-16,Piso,Venta,Lleida,75.0,563475.0,2005-12-25,Pedro
1137,2005-02-16,Casa,Venta,Barcelona,257.0,1066550.0,2005-09-23,Carmen
1138,2005-02-16,Industrial,Venta,Girona,96.0,742176.0,2005-12-15,Pedro
1139,2005-02-16,Suelo,Venta,Tarragona,140.0,1318660.0,2005-10-16,Pedro
1140,2005-02-16,Parking,Venta,Lleida,179.0,1601334.0,2005-11-07,Jesús
1141,2005-02-16,Casa,Venta,Tarragona,230.0,1033850.0,2005-10-30,María
1150,2005-02-18,Local,Venta,Barcelona,158.0,1308398.0,2006-02-05,Carmen
1151,2005-02-19,Local,Venta,Girona,224.0,1966272.0,2005-12-02,Pedro
1152,2005-02-19,Suelo,Venta,Lleida,272.0,2021232.0,2005-10-16,Jesús
1154,2005-02-20,Suelo,Venta,Tarragona,94.0,857374.0,2005-12-11,Carmen
1155,2005-02-20,Industrial,Venta,Tarragona,251.0,1305200.0,2005-12-18,Luisa
1156,2005-02-20,Local,Venta,Girona,254.0,1614170.0,2006-01-18,María
1158,2005-02-20,Industrial,Venta,Tarragona,214.0,1823708.0,2005-09-16,Joaquín
1159,2005-02-21,Industrial,Venta,Barcelona,276.0,2148384.0,2005-10-12,Jesús
1160,2005-02-22,Suelo,Venta,Lleida,197.0,1594715.0,2006-01-15,Luisa
1161,2005-02-22,Local,Venta,Tarragona,111.0,698301.0,2005-10-23,Joaquín
1163,2005-02-22,Parking,Venta,Lleida,174.0,750984.0,2005-07-07,Joaquín
1166,2005-02-23,Parking,Venta,Lleida,152.0,1076464.0,2005-05-27,Pedro
1167,2005-02-24,Piso,Venta,Girona,206.0,1136502.0,2006-01-22,Pedro
1172,2005-02-25,Local,Venta,Lleida,83.0,463306.0,2005-09-04,María
1173,2005-02-26,Piso,Venta,Lleida,72.0,322344.0,2005-08-03,María
1175,2005-02-26,Casa,Venta,Barcelona,133.0,1305129.0,2005-12-22,Joaquín
1177,2005-02-27,Parking,Venta,Tarragona,219.0,1468614.0,2005-10-10,Pedro
1178,2005-02-27,Casa,Venta,Barcelona,91.0,780598.0,2005-11-07,Jesús
1181,2005-03-01,Suelo,Venta,Girona,177.0,1203246.0,2006-02-20,Carmen
1184,2005-03-02,Piso,Venta,Barcelona,236.0,1388388.0,2006-02-04,Joaquín
1189,2005-03-03,Parking,Venta,Girona,153.0,1401633.0,2005-09-14,Carmen
1190,2005-03-03,Industrial,Venta,Barcelona,142.0,1256274.0,2005-07-21,Pedro
1195,2005-03-05,Suelo,Venta,Girona,124.0,614048.0,2005-07-13,Joaquín
1196,2005-03-06,Suelo,Venta,Tarragona,57.0,233358.0,2005-12-18,Luisa
1197,2005-03-06,Piso,Venta,Barcelona,98.0,917378.0,2005-12-06,Pedro
1199,2005-03-06,Local,Venta,Barcelona,60.0,474600.0,2005-10-01,Luisa
1200,2005-03-07,Suelo,Venta,Tarragona,54.0,298350.0,2005-06-14,Carmen
1202,2005-03-07,Industrial,Venta,Lleida,237.0,1013175.0,2006-01-10,Pedro
1204,2005-03-07,Local,Venta,Barcelona,213.0,2105079.0,2005-07-25,Joaquín
1205,2005-03-07,Suelo,Venta,Barcelona,117.0,953316.0,2005-12-27,María
1210,2005-03-09,Local,Venta,Lleida,229.0,935694.0,2005-10-18,Jesús
1211,2005-03-10,Casa,Venta,Barcelona,143.0,1246960.0,2005-09-28,Carmen
1212,2005-03-10,Casa,Venta,Tarragona,154.0,1238006.0,2005-09-04,María
1216,2005-03-11,Casa,Venta,Barcelona,184.0,1830800.0,2006-01-25,Pedro
1217,2005-03-11,Piso,Venta,Girona,241.0,1729416.0,2005-09-18,Carmen
1218,2005-03-11,Suelo,Venta,Barcelona,251.0,2234653.0,2005-08-01,Luisa
1219,2005-03-12,Parking,Venta,Tarragona,90.0,438480.0,2005-10-23,Joaquín
1222,2005-03-12,Parking,Venta,Girona,181.0,1805475.0,2005-06-10,María
1223,2005-03-13,Parking,Venta,Tarragona,124.0,1070740.0,2005-12-22,Carmen
1224,2005-03-14,Parking,Venta,Girona,164.0,785068.0,2006-01-22,Jesús
1225,2005-03-14,Piso,Venta,Lleida,291.0,1497195.0,2005-08-17,María
1229,2005-03-15,Suelo,Venta,Girona,268.0,2422720.0,2005-11-27,Carmen
1230,2005-03-16,Suelo,Venta,Barcelona,130.0,1292980.0,2005-11-11,Luisa
1232,2005-03-17,Parking,Venta,Lleida,88.0,820776.0,2005-08-20,Carmen
1233,2005-03-17,Local,Venta,Lleida,116.0,848888.0,2005-07-26,Jesús
1234,2005-03-18,Piso,Venta,Lleida,233.0,1673173.0,2005-06-28,Joaquín
1237,2005-03-19,Casa,Venta,Girona,192.0,820608.0,2005-07-28,Luisa
1238,2005-03-19,Casa,Venta,Lleida,149.0,839615.0,2005-10-05,María
1244,2005-03-20,Parking,Venta,Girona,276.0,1477428.0,2005-11-23,María
1245,2005-03-21,Parking,Venta,Barcelona,68.0,367132.0,2005-08-31,Joaquín
1246,2005-03-22,Industrial,Venta,Barcelona,268.0,1557884.0,2005-12-09,Luisa
1249,2005-03-23,Piso,Venta,Girona,163.0,1362843.0,2006-01-31,Luisa
1253,2005-03-24,Industrial,Venta,Barcelona,127.0,757809.0,2006-02-20,Luisa
1254,2005-03-24,Casa,Venta,Girona,40.0,354360.0,2005-10-16,Carmen
1255,2005-03-24,Piso,Venta,Girona,168.0,1620192.0,2005-10-09,María
1256,2005-03-25,Parking,Venta,Girona,117.0,1149525.0,2006-02-27,Pedro
1258,2005-03-25,Industrial,Venta,Tarragona,180.0,1495260.0,2005-11-03,Luisa
1259,2005-03-26,Industrial,Venta,Barcelona,91.0,485849.0,2005-07-24,Pedro
1262,2005-03-27,Casa,Venta,Tarragona,196.0,849464.0,2006-03-26,Jesús
1266,2005-03-29,Parking,Venta,Lleida,40.0,349720.0,2006-02-14,Luisa
1268,2005-03-30,Piso,Venta,Barcelona,138.0,1307688.0,2006-02-11,María
1270,2005-03-30,Parking,Venta,Tarragona,196.0,1730876.0,2005-07-12,Luisa
1272,2005-03-31,Piso,Venta,Girona,283.0,1599233.0,2005-11-04,Pedro
1273,2005-03-31,Piso,Venta,Lleida,189.0,1821771.0,2005-07-09,Pedro
1278,2005-04-02,Suelo,Venta,Lleida,124.0,804884.0,2005-07-24,Carmen
1280,2005-04-04,Piso,Venta,Girona,176.0,1004608.0,2006-01-06,Jesús
1281,2005-04-04,Casa,Venta,Tarragona,102.0,520914.0,2005-07-17,Jesús
1286,2005-04-05,Suelo,Venta,Barcelona,194.0,1612334.0,2005-09-21,Jesús
1290,2005-04-06,Industrial,Venta,Tarragona,131.0,1273320.0,2005-11-30,Joaquín
1292,2005-04-06,Industrial,Venta,Tarragona,230.0,1806650.0,2005-11-30,Pedro
1293,2005-04-07,Local,Venta,Barcelona,102.0,480318.0,2006-01-12,Joaquín
1296,2005-04-07,Industrial,Venta,Girona,230.0,1751450.0,2005-07-07,Jesús
1297,2005-04-08,Industrial,Venta,Barcelona,248.0,1179488.0,2005-12-26,Jesús
1298,2005-04-09,Local,Venta,Girona,290.0,1702590.0,2006-04-09,Pedro
1299,2005-04-09,Suelo,Venta,Barcelona,71.0,309702.0,2005-08-09,Carmen
1300,2005-04-10,Suelo,Venta,Tarragona,299.0,2531334.0,2005-12-18,Carmen
1301,2005-04-11,Casa,Venta,Girona,288.0,2371392.0,2005-11-17,Luisa
1302,2005-04-11,Suelo,Venta,Tarragona,130.0,657020.0,2006-01-20,Pedro
1303,2005-04-13,Industrial,Venta,Tarragona,102.0,627300.0,2006-03-28,Pedro
1305,2005-04-14,Casa,Venta,Barcelona,274.0,2229812.0,2005-08-26,María
1306,2005-04-15,Industrial,Venta,Girona,264.0,2589312.0,2005-07-20,Pedro
1307,2005-04-15,Parking,Venta,Lleida,149.0,1004707.0,2006-01-18,Joaquín
1321,2005-04-18,Local,Venta,Lleida,245.0,2396835.0,2005-08-18,Joaquín
1326,2005-04-19,Industrial,Venta,Barcelona,43.0,281521.0,2005-10-27,Jesús
1330,2005-04-21,Piso,Venta,Tarragona,176.0,1435632.0,2006-03-10,Luisa
1332,2005-04-21,Industrial,Venta,Tarragona,42.0,287952.0,2006-01-01,Carmen
1334,2005-04-22,Local,Venta,Tarragona,229.0,954930.0,2005-08-15,María
1340,2005-04-25,Local,Venta,Girona,132.0,1007688.0,2005-12-26,Luisa
1341,2005-04-25,Parking,Venta,Barcelona,194.0,1698664.0,2006-03-20,Carmen
1343,2005-04-25,Parking,Venta,Tarragona,285.0,1500240.0,2005-08-20,Carmen
1346,2005-04-26,Local,Venta,Barcelona,115.0,950015.0,2005-09-26,Pedro
1347,2005-04-26,Casa,Venta,Lleida,201.0,1850004.0,2006-01-15,Joaquín
1348,2005-04-26,Casa,Venta,Barcelona,102.0,892704.0,2006-01-22,Joaquín
1350,2005-04-26,Piso,Venta,Tarragona,59.0,505040.0,2005-09-08,Carmen
1351,2005-04-27,Piso,Venta,Girona,189.0,1064637.0,2005-11-29,Jesús
1353,2005-04-28,Industrial,Venta,Barcelona,242.0,2418064.0,2005-10-24,Jesús
1355,2005-04-28,Suelo,Venta,Barcelona,161.0,1421308.0,2005-11-12,Pedro
1356,2005-04-28,Local,Venta,Lleida,285.0,1827420.0,2006-02-06,Luisa
1357,2005-04-29,Local,Venta,Tarragona,274.0,2474494.0,2006-03-25,Carmen
1358,2005-04-29,Parking,Venta,Tarragona,256.0,1059328.0,2006-04-17,Jesús
1359,2005-04-29,Parking,Venta,Tarragona,196.0,1201480.0,2005-09-18,María
1360,2005-04-30,Local,Venta,Tarragona,186.0,1179612.0,2005-10-06,Carmen
1362,2005-04-30,Casa,Venta,Girona,157.0,729579.0,2006-01-01,Joaquín
1363,2005-05-01,Industrial,Venta,Lleida,82.0,783510.0,2006-02-13,Joaquín
1364,2005-05-01,Casa,Venta,Girona,65.0,350155.0,2005-11-14,María
1365,2005-05-01,Suelo,Venta,Tarragona,104.0,850720.0,2006-03-28,Pedro
1371,2005-05-04,Industrial,Venta,Barcelona,286.0,2633774.0,2005-09-01,Carmen
1372,2005-05-04,Suelo,Venta,Lleida,224.0,2211328.0,2006-02-23,Pedro
1373,2005-05-04,Local,Venta,Barcelona,214.0,1287210.0,2005-12-21,Joaquín
1374,2005-05-04,Casa,Venta,Girona,175.0,1363950.0,2005-09-11,Jesús
1375,2005-05-04,Casa,Venta,Lleida,104.0,609128.0,2005-12-27,María
1376,2005-05-05,Industrial,Venta,Tarragona,128.0,832000.0,2005-10-06,Luisa
1379,2005-05-06,Industrial,Venta,Girona,192.0,958464.0,2005-08-13,Jesús
1381,2005-05-06,Parking,Venta,Tarragona,248.0,1352096.0,2006-03-14,Jesús
1382,2005-05-06,Industrial,Venta,Girona,167.0,814793.0,2006-02-27,Luisa
1384,2005-05-08,Parking,Venta,Barcelona,258.0,2066064.0,2005-11-25,María
1387,2005-05-08,Casa,Venta,Girona,270.0,2288520.0,2005-11-02,Joaquín
1388,2005-05-08,Parking,Venta,Girona,203.0,1892772.0,2006-03-26,María
1393,2005-05-09,Casa,Venta,Barcelona,254.0,2011934.0,2006-03-04,Jesús
1394,2005-05-10,Local,Venta,Girona,252.0,1923264.0,2005-09-21,Carmen
1399,2005-05-13,Suelo,Venta,Lleida,190.0,1670100.0,2005-11-10,María
1400,2005-05-13,Casa,Venta,Barcelona,280.0,2349200.0,2006-04-13,Pedro
1401,2005-05-13,Industrial,Venta,Tarragona,155.0,1133050.0,2006-02-28,Pedro
1403,2005-05-15,Local,Venta,Barcelona,188.0,1453428.0,2005-09-14,Joaquín
1404,2005-05-15,Parking,Venta,Girona,71.0,493166.0,2005-12-08,Joaquín
1405,2005-05-15,Parking,Venta,Barcelona,163.0,1531222.0,2005-10-28,Joaquín
1407,2005-05-16,Parking,Venta,Barcelona,185.0,1384355.0,2005-11-15,Luisa
1408,2005-05-16,Industrial,Venta,Lleida,206.0,1733696.0,2005-09-16,Pedro
1416,2005-05-21,Piso,Venta,Tarragona,262.0,1137866.0,2005-10-23,Joaquín
1420,2005-05-22,Industrial,Venta,Barcelona,196.0,1584856.0,2005-09-02,Joaquín
1424,2005-05-23,Parking,Venta,Barcelona,63.0,516159.0,2006-03-13,Luisa
1429,2005-05-25,Industrial,Venta,Lleida,63.0,416430.0,2006-01-09,Pedro
1430,2005-05-25,Piso,Venta,Barcelona,208.0,1792128.0,2006-04-15,Jesús
1431,2005-05-25,Suelo,Venta,Barcelona,54.0,264438.0,2005-08-23,Joaquín
1433,2005-05-27,Parking,Venta,Tarragona,134.0,572984.0,2005-12-30,Jesús
1435,2005-05-27,Industrial,Venta,Lleida,175.0,1428350.0,2005-11-08,Jesús
1436,2005-05-27,Industrial,Venta,Barcelona,261.0,1435239.0,2006-03-22,Joaquín
1437,2005-05-28,Parking,Venta,Lleida,108.0,1001376.0,2006-02-10,Carmen
1438,2005-05-28,Industrial,Venta,Girona,233.0,1306664.0,2005-10-30,Luisa
1439,2005-05-28,Parking,Venta,Girona,255.0,1504755.0,2005-10-31,Luisa
1441,2005-05-29,Industrial,Venta,Barcelona,160.0,1496320.0,2006-05-08,María
1445,2005-05-30,Parking,Venta,Tarragona,54.0,470988.0,2006-01-02,María
1450,2005-06-02,Suelo,Venta,Barcelona,269.0,1779435.0,2006-05-18,Jesús
1451,2005-06-03,Industrial,Venta,Girona,70.0,455000.0,2005-10-22,Pedro
1454,2005-06-04,Casa,Venta,Tarragona,182.0,1047774.0,2006-01-31,Jesús
1457,2005-06-05,Parking,Venta,Girona,277.0,1691085.0,2005-11-19,Pedro
1458,2005-06-05,Industrial,Venta,Girona,76.0,456532.0,2005-09-19,Joaquín
1460,2005-06-06,Local,Venta,Girona,129.0,563085.0,2005-12-18,Jesús
